"Election","Electorate","Area","Booth","Green Party","Labour Party","National Party","New Zealand First Party","Total Valid Party Votes"
2014,"West Coast-Tasman","Nelson Creek ","Nelson Creek Hall, Nelson Creek Road",0.0322580645,0.064516129,0.6129032258,0.1774193548,62
2014,"West Coast-Tasman","Rotomanu","Rotomanu Hall, Lake Brunner-Kumara Road",0.0444444444,0.1333333333,0.6666666667,0.0888888889,45
2014,"Auckland Central","Matakana","Matakana School, 952 Matakana Road",0.1538461538,0.0769230769,0.6153846154,0,13
2011,"Maungakiekie","Auckland City","Auckland High Court, corner Waterloo Quadrant & Parliament Street",0.0714285714,0.25,0.4642857143,0.1785714286,28
2011,"Maungakiekie","Hillsborough","St Margaret's Anglican Church, 102 Hillsborough Road",0.0833333333,0.25,0.625,0.0416666667,24
2014,"Helensville","Takapuna","Takapuna School, 23 Auburn Street (or Anzac Street entrance)",0.0666666667,0.1666666667,0.7,0.0333333333,30
2014,"Helensville","West Harbour","Westgate Baptist Church, 67 Hobsonville Road",0.0952380952,0,0.8095238095,0.0476190476,21
2014,"Helensville","Whenuapai","Voting places where less than 6 votes were taken",0.4,0.4,0.2,0,5
2011,"New Lynn","Lynfield","Lynfield Tennis Club, 18 The Avenue",0.08,0.44,0.32,0.08,25
2011,"New Lynn","Mt Roskill","Christ The King Parish School Hall, 288 Richardson Road",0.0869565217,0.3913043478,0.2608695652,0.0869565217,23
2011,"New Lynn","Mt Roskill","St Giles Presbyterian Church, 1207 Dominion Road",0.1538461538,0.3076923077,0.3846153846,0.1538461538,13
2014,"Mt Roskill","Mt Eden","Auckland Provincial Guide Centre, 132 Grange Road",0.0740740741,0.1481481481,0.6296296296,0.037037037,27
2014,"Mt Roskill","New Windsor","New Windsor School, 185 New Windsor Road (64 Peter Buck Road entrance)",0.1,0.45,0.3,0.1,20
2014,"Tauranga","Papamoa","Papamoa Primary School, 312 Dickson Road",0.1052631579,0.1578947368,0.6842105263,0.0526315789,19
2014,"Tauranga","Papamoa","Shop 32, Palm Beach Plaza, 7 Gravatt Road",0.0392156863,0.137254902,0.5882352941,0.1176470588,51
2014,"New Plymouth","Inglewood","Inglewood High School, Kelly Street entrance",0.0350877193,0.1403508772,0.6842105263,0.1052631579,57
2011,"Ikaroa-Rāwhiti","Matawai","Matawai School, 29 Raumati Street",0.0833333333,0.5416666667,0.125,0.125,24
2011,"Ikaroa-Rāwhiti","Muriwai","Muriwai School, 1684 Wharerata Road",0.0317460317,0.4444444444,0.0158730159,0.0634920635,63
2011,"Ikaroa-Rāwhiti","Ormond","Ormond School, 45 Whitmore Road",0.1176470588,0.4705882353,0.1764705882,0.0588235294,17
2011,"Ikaroa-Rāwhiti","Tiniroto","Tiniroto School, 14 School Road",0.3333333333,0.5,0,0,6
2011,"Ikaroa-Rāwhiti","Wainuiomata","Fernlea School, 25a Lees Grove",0.0769230769,0.6538461538,0,0.1153846154,26
2011,"Ikaroa-Rāwhiti","Greenmeadows","Salvation Army Hall, 56 Tait Drive  ",0.04,0.46,0.08,0.02,50
2011,"Ikaroa-Rāwhiti","Napier South","St Luke's Church, 196 Vigor Brown Street",0.1428571429,0.4285714286,0,0.2142857143,14
2011,"Ikaroa-Rāwhiti","Onekawa","Henry Charles Hall, Henry Charles Terrace",0.0454545455,0.5454545455,0.0227272727,0.0454545455,44
2011,"Ikaroa-Rāwhiti","Patoka","Patoka School, corner Hendley & Puketitiri Roads",0.1428571429,0.3571428571,0.2142857143,0.0714285714,14
2011,"Ikaroa-Rāwhiti","Puketapu ","Puketapu School, 708 Puketapu Road",0.1333333333,0.3333333333,0.2,0.0666666667,15
2011,"Ikaroa-Rāwhiti","Maungaraki","Garage, 66 Oakleigh Street",0.3333333333,0.3333333333,0,0.3333333333,6
2011,"Ikaroa-Rāwhiti","Ebdentown","Oxford Crescent School, 5 Oxford Crescent",0.0833333333,0.5833333333,0.0833333333,0.0833333333,24
2011,"Ikaroa-Rāwhiti","Kelson","Kelson School Hall, 52 Taieri Cresent",0.0833333333,0.5,0.2083333333,0.0833333333,24
2011,"Ikaroa-Rāwhiti","Maoribank","Maoribank School Hall, 32 Hillside Drive",0.0909090909,0.2727272727,0.1363636364,0.2727272727,22
2011,"Ikaroa-Rāwhiti","Pinehaven","Pinehaven School Hall, 67-85 Pinehaven Road",0.2222222222,0.4444444444,0.2222222222,0.1111111111,9
2011,"Ikaroa-Rāwhiti","Silverstream","Silverstream School Hall, 27 Whitemans Road",0.0555555556,0.4166666667,0.2222222222,0.1111111111,36
2011,"Ikaroa-Rāwhiti","Te Marua","Plateau School, 12a Molloys Road",0.1111111111,0.4444444444,0.1111111111,0.1111111111,18
2011,"Ikaroa-Rāwhiti","Trentham","Masonic Centre, 27-29 Islington Street",0.0512820513,0.5384615385,0.1025641026,0.1538461538,39
2011,"Ikaroa-Rāwhiti","Trentham","Trentham School, 2 Moonshine Road",0.027027027,0.5675675676,0.0810810811,0.1216216216,74
2011,"Ikaroa-Rāwhiti","Upper Hutt","Fraser Crescent School, 16 Redwood Street",0.0357142857,0.4821428571,0.0535714286,0.1607142857,56
2011,"Ikaroa-Rāwhiti","Camberley","Hawkes Bay Regional Hospital, Main Entrance, Omahu Road",0.05,0.5,0.125,0.05,40
2011,"Ikaroa-Rāwhiti","Havelock North","Havelock North Primary School, 9 Campbell Street",0.0909090909,0.2727272727,0.2272727273,0.1363636364,22
2011,"Ikaroa-Rāwhiti","Maraekakaho","Maraekakaho School, 68 Kereru Road",0.2857142857,0.4285714286,0.2857142857,0,7
2011,"Ikaroa-Rāwhiti","Parkvale","Gordon Black Hall, 912 Queen Street East",0.125,0.5,0.1875,0.125,16
2011,"Ikaroa-Rāwhiti","Parkvale","Parkvale Kindergarten, 108 Park Road South",0.0555555556,0.5555555556,0,0.0833333333,36
2011,"Ikaroa-Rāwhiti","Parkvale","Takitimu Performing Arts School, 706 Albert Street",0.0338983051,0.6440677966,0.0169491525,0,59
2011,"Ikaroa-Rāwhiti","Tikokino","Tikokino School, 43 Owen Street",0.3333333333,0.1666666667,0.1666666667,0.1666666667,6
2011,"Ikaroa-Rāwhiti","Twyford","Twyford School, 142 Twyford Road",0.1666666667,0.3333333333,0.25,0,12
2011,"Ikaroa-Rāwhiti","Waimarama","Waimarama School, 27 Taupunga Road",0.0588235294,0.4411764706,0.0588235294,0.0588235294,34
2011,"Ikaroa-Rāwhiti","Dannevirke","Huia Range School, corner Cole & High Streets",0.0298507463,0.5373134328,0.0746268657,0.1194029851,67
2011,"Ikaroa-Rāwhiti","Greytown","Kuranui College Student Centre, Bidwells Cutting Road",0.3333333333,0.3333333333,0,0,6
2011,"Ikaroa-Rāwhiti","Masterton","Chanel College Hall, 26 Herbert Street",0.0909090909,0.3636363636,0.2272727273,0.1363636364,22
2011,"Ikaroa-Rāwhiti","Masterton","IDEA Services (IHC Centre), 46 Bentley Street",0.1052631579,0.5263157895,0.0526315789,0,19
2011,"Ikaroa-Rāwhiti","Mauriceville","Mauriceville School, 1378 Opaki-Kaiparoro Road",0.3333333333,0.6666666667,0,0,6
2011,"Ikaroa-Rāwhiti","Pahiatua","Tararua District Council Chambers, 136 Main Street",0.0526315789,0.5,0.1315789474,0.1315789474,38
2011,"Ikaroa-Rāwhiti","Pirinoa","Pirinoa School, Lake Ferry Road",0.1052631579,0.2105263158,0.0526315789,0.1052631579,19
2011,"Ikaroa-Rāwhiti","Waipawa","Central Hawkes Bay District Council Chambers, 28-32 Ruataniwha Street",0.0571428571,0.4571428571,0,0.2,35
2011,"Ikaroa-Rāwhiti","Waipukurau","Central Hawkes Bay College Library, 45 Tavistock Road",0.0444444444,0.5777777778,0.0666666667,0.0444444444,45
2011,"Ikaroa-Rāwhiti","Woodville","Woodville School Hall, Vogel Street",0.025974026,0.4675324675,0.1298701299,0.1818181818,77
2011,"Helensville","Henderson","The Trusts Stadium (Ukulele Festival), Central Park Drive",0.0689655172,0.275862069,0.5862068966,0,29
2011,"Helensville","Other Vote","Ordinary Votes BEFORE polling day - Taken in North Shore",0.0666666667,0.1,0.6333333333,0.1666666667,30
2011,"Northland","Okahu","Mr J Blackwell's Garage, 2081 Mititai Road",0.0909090909,0,0.8181818182,0.0454545455,22
2011,"Northland","Panguru","Panguru Development Trust Board, Panguru Road",0.0714285714,0.3928571429,0.2142857143,0.2142857143,28
2011,"Northland","Tapora","Tapora Primary School, 1 Okahukura Road",0.0363636364,0.1090909091,0.6,0.1636363636,55
2011,"Waimakariri","Christchurch City","First Church of Christ Scientist, 66 Carlton Mill Road",0.2,0.1,0.5,0.1,10
2011,"Waimakariri","Christchurch City","St Michael and All Angels Church School, 249 Durham Street South",0.1428571429,0.2857142857,0.4285714286,0.0714285714,14
2011,"Wigram","Christchurch City","First Church of Christ Scientist, 66 Carlton Mill Road",0.2222222222,0.1111111111,0.4444444444,0,9
2011,"Wigram","Christchurch City","HMNZS Pegasus, 419 Montreal Street",0.25,0.25,0.5,0,8
2011,"Wigram","Halswell","Halswell School, corner Kennedys Bush & School Roads",0.0952380952,0.3333333333,0.5238095238,0.0476190476,21
2011,"Rodney","Mangawhai Heads","Mangawhai Community Centre, Fagan Place",0.1111111111,0.0555555556,0.7777777778,0,18
2011,"Rodney","Other Vote","Ordinary Votes BEFORE polling day - Taken in North Shore",0.0512820513,0.2820512821,0.4102564103,0.1538461538,39
2011,"Rodney","Other Vote","Ordinary Votes BEFORE polling day - Taken in Northland",0.0444444444,0.2444444444,0.4,0.2222222222,45
2014,"Napier","Waerenga o Kuri","Waerenga-O-Kuri School, 1763 Tiniroto Road",0.024691358,0.0740740741,0.7777777778,0.0864197531,81
2014,"Manurewa","Manurewa","The Gardens School Hall, 101 Charles Prevost Drive",0.0526315789,0.3157894737,0.5,0.0789473684,38
2011,"Tukituki","Springhill","Springhill Community Hall, 1017 Wakarara Road",0.0285714286,0.0285714286,0.7,0.0571428571,70
2014,"Māngere","Otahuhu","Otahuhu College, 74-78 Mangere Road",0.0869565217,0.5217391304,0.2608695652,0,23
2014,"Māngere","Papatoetoe","Wesley Methodist Church Hall, 37 Kolmar Road",0.0606060606,0.4848484848,0.2121212121,0.0606060606,33
2014,"Whangarei","Waiotira","Waiotira School, Ararua Road",0.08,0.24,0.4,0.12,25
2014,"Whangarei","Whananaki","Whananaki School, Whananaki North Road",0.1111111111,0.2222222222,0.5555555556,0.1111111111,18
2014,"Waimakariri","Kainga","Kainga Public Hall, Kainga Road",0.2,0.4,0.2,0.2,10
2014,"Hamilton West","Horotiu","Horotiu School, Horotiu Bridge Road",0.0253164557,0.0886075949,0.7974683544,0.0886075949,79
2011,"Hunua","Dannemora","Willowbank School, 56 Middlefield Drive",0.0408163265,0.2244897959,0.6734693878,0.0408163265,49
2011,"Hunua","Meadowlands","Meadowlands Methodist Community Church, 128 Whitford Road",0.037037037,0.2037037037,0.6111111111,0.1111111111,54
2014,"North Shore","Glenfield","Glenfield Primary School, 101 Chivalry Road",0.0909090909,0.1818181818,0.5454545455,0.0909090909,22
2014,"North Shore","Northcote","Northcote Intermediate, 145 Lake Road",0.0465116279,0.1860465116,0.5348837209,0.023255814,43
2014,"North Shore","Point Wells","Point Wells Community Hall, 5 Point Wells Road",0.1818181818,0,0.8181818182,0,11
2014,"Te Tai Tokerau","Browns Bay","Northcross Intermediate School, 10 Sartors Avenue",0.1333333333,0.1333333333,0.2,0.4,15
2014,"Te Tai Tokerau","Kaukapakapa","Kaukapakapa Villiage Hall, 947 Kaipara Coast Highway",0.0408163265,0.1632653061,0.2244897959,0.2244897959,49
2014,"Te Tai Tokerau","Paremoremo","Ridgeview School, 1 Cutts Crescent",0.0909090909,0.1818181818,0.1818181818,0.2272727273,22
2014,"Te Tai Tokerau","Waioneke","Waioneke School, 1981 South Head Road",0.2857142857,0.2857142857,0.2857142857,0,7
2014,"Te Tai Tokerau","Waitakere","Waitakere Primary School, 10 Bethells Road",0.064516129,0.2580645161,0.2580645161,0.2258064516,31
2014,"Te Tai Tokerau","Whenuapai","Whenuapai Village Hall, 41 Waimarie Road",0.1666666667,0.0833333333,0.3333333333,0.25,12
2014,"Te Tai Tokerau","Forrest Hill","Westlake Boys High School, 30 Forrest Hill Road",0.3333333333,0.1666666667,0.1666666667,0,6
2014,"Te Tai Tokerau","Mairangi Bay","Mairangi Bay Community Church Hall, 49 Maxwelton Drive",0.1818181818,0.0909090909,0.3636363636,0.2727272727,11
2014,"Te Tai Tokerau","Milford","North Shore Hospital, Shakespeare Road",0.3333333333,0.1666666667,0,0.1666666667,6
2014,"Te Tai Tokerau","Birkenhead","North Shore Church of Christ, 3 Willow Avenue",0.25,0.25,0.125,0,8
2014,"Te Tai Tokerau","Little Shoal Bay","Northcote Bowling Club, 9 Council Terrace",0.2,0.1,0.2,0,10
2014,"Te Tai Tokerau","Northcote","Northcote Primary School, corner Lake & Onewa Roads",0.1333333333,0.1333333333,0.2,0.0666666667,15
2014,"Te Tai Tokerau","Arapohue","Arapohue School, Mititai Road",0.2857142857,0.1428571429,0.1428571429,0.1428571429,7
2014,"Te Tai Tokerau","Baylys Beach","Baylys Beach Holiday Park, 24 Seaview Road",0.2,0.2,0.1,0.4,10
2014,"Te Tai Tokerau","Dargaville","The Lighthouse Church Hall, Normanby Street",0.0215053763,0.3978494624,0.0860215054,0.1827956989,93
2014,"Te Tai Tokerau","Herekino","Herekino School, Kaitaia-Awaroa Road",0.0454545455,0.4090909091,0.0454545455,0.1818181818,44
2014,"Te Tai Tokerau","Mangawhai Heads","Mangawhai Community Centre, Fagan Place",0.1818181818,0.2727272727,0,0.4545454545,11
2014,"Te Tai Tokerau","Ngataki","Ngataki School, Far North Road",0.0625,0.34375,0,0.125,32
2014,"Te Tai Tokerau","Oakura","Oakura Hall, Oakura Road",0.0444444444,0.3333333333,0.0444444444,0.2,45
2014,"Te Tai Tokerau","Pakotai","Pakotai School, Ruddell Road (off Mangakahia Road)",0.064516129,0.2903225806,0.064516129,0.3548387097,31
2014,"Te Tai Tokerau","Rawhiti","Rawhiti Kohanga Reo, Te Rawhiti Marae, 221  Rawhiti Road ",0.0689655172,0.3793103448,0,0.0344827586,29
2014,"Te Tai Tokerau","Taheke","Taheke Health Centre, 3735 Horeke Road",0.0416666667,0.2916666667,0.0208333333,0.0625,48
2014,"Te Tai Tokerau","Te Kopuru","Te Kopuru School, Norton Street",0.05,0.425,0.1,0.225,40
2014,"Te Tai Tokerau","Waikare","Te Kura o Waikare, School Road",0.0666666667,0.6,0.0333333333,0.1333333333,30
2014,"Te Tai Tokerau","Waima","Waima School, State Highway 12",0.0384615385,0.2692307692,0.0192307692,0.1538461538,52
2014,"Te Tai Tokerau","Waipapakauri","Paparore School, 157 West Coast Road",0.064516129,0.1612903226,0.0322580645,0.2580645161,31
2014,"Te Tai Tokerau","Whakapara","Whakapara Hall, McLennan Road",0.0526315789,0.4473684211,0.0526315789,0.1842105263,38
2014,"Te Tai Tokerau","Whananaki","Whananaki School, Whananaki North Road",0.0952380952,0.5238095238,0,0.2857142857,21
2014,"Te Tai Tokerau","Whangaroa","Whangaroa Hall, Whangaroa Road",0.1666666667,0.3333333333,0.0833333333,0.4166666667,12
2014,"Te Tai Tokerau","Gulf Harbour","Wentworth College, 65 Gulf Harbour Drive",0.2222222222,0.4444444444,0,0.2222222222,9
2014,"Te Tai Tokerau","Manly","Manly Methodist Church, 945 Whangaparaoa Road",0.1,0.25,0.45,0.15,20
2014,"Te Tai Tokerau","Red Beach","Red Beach Methodist Church, 76 Red Beach Road",0.0909090909,0.2272727273,0.4545454545,0.0909090909,22
2014,"Te Tai Tokerau","Silverdale","Stella Maris School, 50 Silverdale Street",0.1333333333,0.1333333333,0.2666666667,0.2,15
2014,"Te Tai Tokerau","Snells Beach","Mahurangi East Community Centre, 21 Hamatana Road",0.1666666667,0.3333333333,0.25,0.25,12
2014,"Te Tai Tokerau","Warkworth","Warkworth Methodist Church Hall, 1 Hexham Street",0.1,0.2,0.25,0.3,20
2014,"Te Tai Tokerau","Henderson","Summerland School, 62 Summerland Drive",0.0434782609,0.3913043478,0.0652173913,0.2173913043,46
2014,"Te Tai Tokerau","Henderson","The Church of Jesus Christ of Latter-Day Saints, 7 Harvest Drive",0.0740740741,0.2222222222,0.1481481481,0.1481481481,27
2014,"Te Tai Tokerau","Glenfield","Bayview School, 60 Bayview Road",0.0588235294,0.4705882353,0.2058823529,0.0588235294,34
2014,"Te Tai Tokerau","Glenfield","Meadowood Community House, 55 Meadowood Drive (off Unsworth Drive)",0.0833333333,0.3333333333,0.2083333333,0.125,24
2014,"Te Tai Tokerau","Glenfield","Target Road Primary School, 80 Target Road",0.0714285714,0.4285714286,0.1785714286,0.2142857143,28
2014,"Te Tai Tokerau","Hobsonville","Hobsonville Point Primary School,  18 De Havilland Road",0.1333333333,0.3333333333,0.3333333333,0,15
2014,"Te Tai Tokerau","Hobsonville","Hobsonville Public Hall, 397 Hobsonville Road",0.2,0.2,0.1,0.3,10
2014,"Te Tai Tokerau","West Harbour","Westgate Baptist Church, 67 Hobsonville Road",0.0625,0.28125,0.1875,0.25,32
2014,"Te Tai Tokerau","Kauri","Kaurihohore Hall, 24 Apotu Road",0.2,0.2,0.1,0.4,10
2014,"Te Tai Tokerau","Maungakaramea","Maungakaramea School, Tangihua Road",0.1052631579,0.2631578947,0.1052631579,0.2631578947,19
2014,"Te Tai Tokerau","Maunu","Maunu Primary School, 13 Austins Road",0.064516129,0.3870967742,0.1612903226,0.2258064516,31
2014,"Te Tai Tokerau","One Tree Point","One Tree Point School, 97 One Tree Point Road",0.0625,0.4375,0.1875,0.15625,32
2014,"Te Tai Tokerau","Otaika","Otaika Valley School, Valley View Road",0.0869565217,0.5652173913,0.0869565217,0.1739130435,23
2014,"Te Tai Tokerau","Poroti","Poroti School, Mangakahia Road",0.0555555556,0.3333333333,0.1111111111,0.0833333333,36
2014,"Te Tai Tokerau","Portland","Portland Primary School, 10 Portland School Road",0.1176470588,0.3529411765,0.1764705882,0.1764705882,17
2014,"Te Tai Tokerau","Whangarei","NZ Post Service Centre, 21 Rewa Rewa Road",0.0540540541,0.4864864865,0.1621621622,0.1081081081,37
2014,"Te Tai Tokerau","Whangarei Heads","McLeod Bay Hall, 3 Stuart Road",0.3333333333,0,0,0.5,6
2011,"Manurewa","Flat Bush","Dawson Road Primary School, Haumia Way",0.0145985401,0.8175182482,0.0948905109,0.0364963504,137
2011,"Manurewa","Manurewa","Elmwood Village Community Centre,131 Hill Road",0.0344827586,0.5,0.3965517241,0.0344827586,58
2011,"Kaikōura","Omihi","Omihi School, 990 Omihi Road",0.0229885057,0.0229885057,0.8505747126,0,87
2011,"Kaikōura","Spotswood","Spotswood Hall, Waiau East Road",0.0425531915,0.0425531915,0.6382978723,0.1276595745,47
2011,"Te Tai Tokerau","Browns Bay","Browns Bay Red Cross Centre, 5 Glencoe Close",0.0952380952,0.1428571429,0.2380952381,0.1904761905,21
2011,"Te Tai Tokerau","Browns Bay","Browns Bay School, Masterton Road",0.1538461538,0.1538461538,0.2307692308,0.1538461538,13
2011,"Te Tai Tokerau","Browns Bay","Northcross Intermediate School, 10 Sartors Avenue",0.1428571429,0.2142857143,0.4285714286,0.1428571429,14
2011,"Te Tai Tokerau","Albany","Massey University, Gate 4, 82 Turtea Drive",0.2222222222,0.3333333333,0.3333333333,0,9
2011,"Te Tai Tokerau","Coatesville","Coatesville School, 24 Mahoenui Valley Road",0.2857142857,0.2857142857,0.2857142857,0,7
2011,"Te Tai Tokerau","Greenhithe","St Michael's Anglican Church Hall, 12 Greenhithe Road",0.2222222222,0.1111111111,0.3333333333,0.1111111111,9
2011,"Te Tai Tokerau","Hobsonville","Hobsonville Primary School, 104 Hobsonville Road",0.08,0.12,0.76,0.04,25
2011,"Te Tai Tokerau","Hobsonville","Hobsonville Public Hall, 397 Hobsonville Road",0.1052631579,0.3684210526,0.3684210526,0.1052631579,19
2011,"Te Tai Tokerau","Paremoremo","Ridgeview School, 1 Cutts Crescent",0.1052631579,0.3157894737,0.1052631579,0.2105263158,19
2011,"Te Tai Tokerau","West Harbour","Marina View School, 97-99 Marina View Drive",0.0714285714,0.1785714286,0.4642857143,0.0714285714,28
2011,"Te Tai Tokerau","West Harbour","West Harbour Alliance Church, 145 Moire Road",0.0714285714,0.2142857143,0.1785714286,0.25,28
2011,"Te Tai Tokerau","West Harbour","Westgate Baptist Church, 67 Hobsonville Road",0.0833333333,0.375,0.1666666667,0.0833333333,24
2011,"Te Tai Tokerau","Whenuapai","Whenuapai School, 14 Airport Road",0.1428571429,0.2857142857,0.2142857143,0.0714285714,14
2011,"Te Tai Tokerau","Whenuapai","Whenuapai Village Hall, 41 Waimarie Road",0.2857142857,0,0.5714285714,0,7
2011,"Te Tai Tokerau","Devonport","Devonport Presbyterian Church Hall, corner Victoria & Albert Streets",0.1176470588,0.2941176471,0.2941176471,0.0588235294,17
2011,"Te Tai Tokerau","Hauraki","Takapuna Grammar School, 210 Lake Road",0.1538461538,0.3846153846,0.2307692308,0,13
2011,"Te Tai Tokerau","Mairangi Bay","Mairangi Bay Presbyterian Church Hall, 11 Hastings Road",0.2,0.2,0.2,0.1,10
2011,"Te Tai Tokerau","Milford","Carmel College, 114 Shakespeare Road",0.2222222222,0.3333333333,0.2222222222,0,9
2011,"Te Tai Tokerau","Milford","Milford School, 34 Shakespeare Road",0.1,0.1,0.4,0.2,20
2011,"Te Tai Tokerau","Northcote","Northcote Masonic Centre, 14 Rodney Road",0.1818181818,0.2727272727,0.2727272727,0.0909090909,11
