Electorate Number #,Electorate Name,Polling Place ID,Polling Place Suburb,Polling Place Address,NZTM2000 Easting,NZTM2000 Northing
19,Invercargill,3304,Invercargill,"CCS Disability Action Southland, 142 Don Street",1243190.772,4849867.172
19,Invercargill,3305,Wrights Bush,"Wrights Bush Public Hall, 757 Riverton Highway",1230590.621,4861471.438
19,Invercargill,3505,Colac Bay,"Colac Bay Fire Station, 16 Colac Bay Road",1206000.201,4853037.714
19,Invercargill,3560,Brydone,"Brydone Hall, 12 Brydone-Glencoe Road",1276786.288,4868988.738
19,Invercargill,3561,Dacre,"Dacre Coronation Hall, Edendale-Woodlands Highway",1261388.874,4861234.399
19,Invercargill,3572,Invercargill,"Grasmere Kindergarten, 10 Heywood Street",1241853.539,4852779.797
19,Invercargill,3728,Invercargill,"Invercargill Public Library, 50 Dee Street",1242419.093,4849742.277
19,Invercargill,3740,Otatara,"Otatara Primary School, Dunns Road",1238172.482,4847208.445
19,Invercargill,3799,Myross Bush,"Myross Bush Community Hall, 238 Mill Road",1247536.396,4853739.609
19,Invercargill,3800,Invercargill,"Clarendon Kindergarten, 30 Waiau Place",1244572.045,4846114.706
19,Invercargill,3942,Invercargill,"Pacific Island Advisory and Cultural Trust Southland, 135 Bowmont Street",1243275.65,4848646.858
20,Kaikōura,893,Amberley,"Hurunui District Council, 66 Carters Road",1577954.451,5222272.358
20,Kaikōura,894,Amberley,"Amberley School, 2 Lawcocks Road",1577455.634,5222262.386
20,Kaikōura,895,Ashley,"Ashley School, corner Boundary & Fawcetts Roads",1567238.78,5208670.619
20,Kaikōura,896,Balcairn,"Balcairn Hall, 4 Ashbys Road",1575368.083,5215835.804
20,Kaikōura,897,Blenheim,"Baptist Church Hall, 8 Beaver Road",1679002.618,5404082.766
20,Kaikōura,898,Blenheim,"Bohally Intermediate School Hall, 37-49 McLauchlan Street",1678812.743,5404798.619
20,Kaikōura,899,Blenheim,"Bright Centre, 2 Dillons Point Road",1680193.355,5404343.578
20,Kaikōura,900,Blenheim,"Salvation Army Hall, 35 George Street",1679491.455,5403687.806
20,Kaikōura,902,Blenheim,"Marlborough Boys' College Pavilion, Francis Street",1679768.345,5403309.864
20,Kaikōura,903,Blenheim,"Mayfield School Hall, 79 Hutcheson Street",1679678.583,5405289.414
20,Kaikōura,905,Blenheim,"NMIT Marlborough Campus, Room E1, 85 Budge Street",1680785.271,5404893.388
20,Kaikōura,908,Blenheim,"Whitney Street School Hall, Whitney Street",1679164.469,5403084.982
20,Kaikōura,909,Blenheim,"Springlands School Hall, Aston Street",1677843.954,5404537.782
20,Kaikōura,911,Blenheim,"St Mark's Hobbies Room, 61 Main Street",1680746.167,5403857.631
20,Kaikōura,912,Blenheim,"St Ninian's Church Hall, corner Alabama Road & Riley Crescent",1678964.406,5402084.239
20,Kaikōura,913,Blenheim,"Witherlea School Hall, Upper Weld Street",1679689.075,5400743.473
20,Kaikōura,914,Broomfield,"Broomfield School, 115 Mt Brown Road",1574422.954,5226115.158
20,Kaikōura,915,Canvastown,"Canvastown School, 5044 State Highway 6",1655944.451,5428964.398
20,Kaikōura,917,Cheviot,"Knox Church Hall, 13 Reeves Street",1622308.963,5259711.376
20,Kaikōura,919,Culverden,"Amuri Area School, 19 School Road",1587585.504,5264590.596
20,Kaikōura,920,Domett,"Main Line Station, State Highway 1",1618400.918,5255057.638
20,Kaikōura,921,Fairhall,"Fairhall School Library, 384 New Renwick Road",1674813.43,5401950.727
20,Kaikōura,923,Greta Valley,"Greta Valley School, 8 Motunau Beach Road",1598194.436,5243082.303
20,Kaikōura,924,Grovetown,"Grovetown School, 50-62 Vickerman Street",1680889.505,5407354.813
20,Kaikōura,925,Hanmer Springs,"Hanmer Springs Memorial Hall, corner Amuri Avenue and Cheltenham Street",1586159.541,5292255.023
20,Kaikōura,926,Hapuku,"Hapuku School, 596 Kincaid Road (State Highway 1)",1658077.614,5312874.73
20,Kaikōura,927,Havelock,"Havelock School, 47 Main Road",1664220.335,5429726.695
20,Kaikōura,929,Kaikoura,"Kaikoura High School, corner Rorrisons & Ludstone Roads",1655505.224,5305541.707
20,Kaikōura,930,Kaikoura,"St John's Ambulance Hall, 116 Beach Road",1655946.123,5305841.527
20,Kaikōura,931,Kaikoura,"St Peter's Anglican Church Hall, 33 Torquay Street",1656272.797,5304585.906
20,Kaikōura,932,Kaikoura,"Kaikoura Suburban School, 425 Schoolhouse Road",1652555.797,5308756.089
20,Kaikōura,934,Koromiko,"Koromiko School, 743 State Highway 1",1680461.974,5422871.352
20,Kaikōura,936,Leithfield,"Leithfield School, 64 Old Main Road",1578878.847,5217185.174
20,Kaikōura,937,Linkwater,"Linkwater School, 1357 Queen Charlotte Drive",1673640.965,5428769.403
20,Kaikōura,938,Loburn,"Loburn School, 73 Hodgsons Road",1561831.754,5211299.84
20,Kaikōura,941,Medbury,"Medbury Hall, 447 Medbury Road",1574723.856,5252864.893
20,Kaikōura,943,North Loburn,"North Loburn School, 817 Loburn Whiterock Road",1558882.913,5216006.309
20,Kaikōura,944,Oaro,"Ocean View Motel, State Highway 1",1642592.129,5294760.632
20,Kaikōura,946,Omihi,"Omihi School, 990 Omihi Road",1588073.695,5236716.471
20,Kaikōura,947,Parnassus,"Parnassus Community Hall, 82 Sisters Road",1624175.791,5271833.62
20,Kaikōura,948,Picton,"Queen Charlotte College, 173 Waikawa Road",1685684.255,5429683.569
20,Kaikōura,949,Picton,"Picton School, corner Buller & Kent Streets",1683832.567,5428143.001
20,Kaikōura,951,Rai Valley,"Rai Valley Area School, Community Library, 6700 Main Road",1648747.646,5435094.13
20,Kaikōura,952,Rapaura,"Rapaura School, 349 Hammerichs Road",1675304.979,5408351.129
20,Kaikōura,954,Renwick,"Renwick Community Hall, 27 High Street",1669375.101,5404524.669
20,Kaikōura,955,Riverlands,"Riverlands School, 21 School Road",1682011.717,5402581.785
20,Kaikōura,956,Rotherham,"Rotherham School, 71 George Street",1595429.624,5272668.86
20,Kaikōura,958,Seddon,"Seddon School, 13 Redwood Street",1689308.756,5385693.712
20,Kaikōura,959,Sefton,"Sefton School, 603 Upper Sefton Road",1573443.625,5211735.355
20,Kaikōura,960,Spotswood,"Spotswood Hall, Waiau East Road",1621931.161,5268049.308
20,Kaikōura,961,Spring Creek,"Spring Creek School, 52 Ferry Road",1680900.758,5409892.234
20,Kaikōura,963,Tuamarina,"Tuamarina School, Campbells Road",1680420.186,5413147.54
20,Kaikōura,964,Waiau,"Waiau School, 14 Montrose Street",1603443.337,5277641.112
20,Kaikōura,965,Waihopai,"Waihopai Valley Community Hall, 1605 Waihopai Valley Road",1656686.107,5391746.481
20,Kaikōura,966,Waikari,"Waikari School, 23 Princes Street",1575590.68,5242542.337
20,Kaikōura,967,Waikawa Bay,"Waikawa Bay School, 282 Waikawa Road",1686938.039,5430568.316
20,Kaikōura,968,Waipara,"Waipara School, 2 Lofthagen Drive",1580622.171,5233203.264
20,Kaikōura,971,Waitaria Bay,"Waitaria Bay School, 5668 Kenepuru Road",1687594.531,5443146.786
20,Kaikōura,972,Ward,"Ward School, 63 Duncan Street",1694662.645,5368860
20,Kaikōura,973,Woodbourne,"RNZAF Family Centre, Caldwell Road",1671992.384,5404132.495
20,Kaikōura,3140,Hawarden,"Hurunui College, Tenterden Street",1570378.903,5247582.035
20,Kaikōura,3171,Okaramio,"Okaramio Community Hall, 2356 State Highway 6",1663602.526,5414259.702
20,Kaikōura,3477,Blenheim,"Redwoodtown School, 88-92 Cleghorn Street",1679515.255,5401944.211
20,Kaikōura,3478,Blenheim,"Alzheimers Centre, 8 Wither Road",1678426.407,5400914.576
20,Kaikōura,3481,Picton,"Little Theatre, 9 Dublin Street",1684112.524,5428458.918
20,Kaikōura,3483,Scargill,"Scargill Motunau Memorial Hall, 10 Overton's Road",1595725.679,5246448.283
20,Kaikōura,3484,Wairau Valley,"Wairau Valley School, 30 Morse Street",1643971.538,5398654.893
20,Kaikōura,3586,Rarangi,"Rarangi Community Centre, 252 Rarangi Beach Road",1687449.888,5416897.114
20,Kaikōura,3597,Blenheim,"Nativity Anglican Church Hall, 76 Alfred Street",1679452.511,5404112.711
21,Mana,1033,Ascot Park,"Rangikura School, 95 Conclusion Street",1757131.917,5446486.032
21,Mana,1035,Cannons Creek,"Glenview School, 106 Bedford Street",1756666.591,5443224.191
21,Mana,1036,Cannons Creek,"Maraeroa School, 47 Driver Crescent",1757125.647,5443935.12
21,Mana,1037,Cannons Creek,"Russell School, 18 Fantame Street",1757152.718,5444601.094
21,Mana,1038,Cannons Creek,"Cannons Creek School, 5 Warspite Avenue",1756575.674,5443941.173
21,Mana,1040,Kenepuru,"Kenepuru Community Hospital, Hospital Drive (off Raiha Street)",1754004.737,5443296.447
21,Mana,1041,Linden,"Greenacres School, 60 Raroa Terrace",1754262.512,5441371.509
21,Mana,1042,Linden,"Linden School, 60 Ranui Terrace",1753994.59,5441929.51
21,Mana,1044,Linden,"Tui Park Kindergarten, 12b Mexted Terrace",1753986.634,5442327.492
21,Mana,1045,Paekakariki,"Paekakariki School, Wellington Road",1764678.028,5461381.237
21,Mana,1046,Paekakariki,"St Peters Village Hall, corner Beach Road & Ames Street",1764110.983,5460711.271
21,Mana,1047,Papakowhai,"Papakowhai School, 17 Spey Place",1756784.981,5446975.048
21,Mana,1049,Paremata,"Paremata School, 35 Paremata Crescent",1756873.049,5447686.017
21,Mana,1050,Mana,"St Barnabas' Church Hall, 106a Mana Esplanade",1756998.18,5449098.963
21,Mana,1053,Plimmerton,"Plimmerton School, School Road",1756750.347,5450795.933
21,Mana,1054,Plimmerton,"St Theresa's School, 5 James Street",1757087.282,5450227.922
21,Mana,1055,Elsdon,"Porirua School, 1 Awarua Street",1754051.934,5445206.361
21,Mana,1056,Porirua,"Whitireia Community Polytechnic, Block E, 2 Wineera Drive",1754326.963,5445634.318
21,Mana,1057,Porirua East,"Porirua East School, 8 Martin Street",1755189.757,5444079.301
21,Mana,1058,Porirua East,"Windley School, 146 Mungavin Avenue",1756025.7,5443932.227
21,Mana,1060,Raumati Beach,"Raumati Beach School, Raumati Road",1766976.476,5468285.19
21,Mana,1061,Raumati South,"Raumati South Returned Services War Memorial Hall, Tennis Court Road (opposite No 25)",1766463.349,5466184.18
21,Mana,1062,Raumati South,"Raumati South School, Matai Road",1767094.389,5466739.157
21,Mana,1064,Titahi Bay,"Garage, 99 Gloaming Hill",1755244.117,5447639.161
21,Mana,1065,Titahi Bay,"Titahi Bay Intermediate School, Kahutea Terrace",1754677.074,5446924.237
21,Mana,1066,Titahi Bay,"Ngati Toa School,  44 Piko Street",1754077.07,5446578.303
21,Mana,1067,Titahi Bay,"Niblick Hall, 1 Niblick Lane",1754289.158,5447588.245
21,Mana,1068,Titahi Bay,"Titahi Bay North School, 47 Jillett Street",1754782.198,5448265.178
21,Mana,1069,Titahi Bay,"Titahi Bay School, 11 Kura Street",1754501.111,5447218.241
21,Mana,1071,Waitangirua,"Natone Park School, 6 Kokiri Crescent",1757770.736,5445024.02
21,Mana,1072,Whitby,"Civic Centre, The Bradey Room, Discovery Drive",1758916.835,5446400.869
21,Mana,1073,Whitby,"Postgate School, 3 Staithes Drive North",1757850.942,5447031.95
21,Mana,1616,Paraparaumu,"Paraparaumu School, Ruapehu Street",1769169.52,5468474.092
21,Mana,3174,Linden,"Linden Social Centre, 10 Linden Avenue",1753646.636,5442169.533
21,Mana,3175,Whitby,"The Anchor Church, 1 Joseph Banks Drive",1759720.915,5447460.766
21,Mana,3177,Pukerua Bay,"Pukerua Bay School, 89 Rawhiti Road",1758469.695,5455600.69
21,Mana,3253,Waitangirua,"Corinna School, 36 Kalingo Street",1757986.693,5444711.009
21,Mana,3306,Waitangirua,"Te Kura Māori o Porirua, 392 Warspite Avenue",1757699.84,5445984.996
21,Mana,3609,Whitby,"Discovery School, Pullen Lane",1758647.933,5447249.87
21,Mana,3886,Pauatahanui,"Pauatahanui School, 12 Paekakariki Hill Road",1760958.91,5447817.643
21,Mana,3887,Aotea,"Summerset Aotea Village, 15 Aotea Drive",1756715.866,5445820.093
21,Mana,3920,Porirua,5 Lydney Place South (North City Plaza side entrance),1754483.841,5444523.349
22,Māngere,1075,Favona,"Favona School, Cadrona Place entrance",1760882.779,5908711.338
22,Māngere,1077,Mangere Bridge,"St James Anglican Church Hall, 27 Church Road",1758830.206,5910073.209
22,Māngere,1079,Mangere Bridge,"Mangere Bridge School, Taylor Road Entrance",1759105.934,5909695.777
22,Māngere,1080,Mangere Bridge,"Waterlea School, 17 House Avenue",1757872.478,5909965.324
22,Māngere,1081,Mangere,"Te Kura Kaupapa Maori a Rohe o Mangere, 7 Comet Crescent",1759928.118,5907545.521
22,Māngere,1082,Mangere,"Southern Cross Campus, 253 Buckland Road West",1761728.029,5907547.06
22,Māngere,1083,Mangere,"Jean Batten School, 6 Imrie Avenue",1761493.131,5906480.648
22,Māngere,1084,Favona,"Koru School, 71 Robertson Road",1760604.726,5908236.815
22,Māngere,1085,Mangere,"Mangere College, 23 Bader Drive",1759500.037,5908107.648
22,Māngere,1086,Mangere,"Nga Iwi School, 60 Mascot Avenue",1760461.851,5906647.617
22,Māngere,1087,Mangere,"Robertson Road School, 205 Robertson Road",1761152.797,5907168.947
22,Māngere,1090,Mangere,"Viscount Learning Community School, 65 Viscount Street",1759463.782,5907219.628
22,Māngere,1091,Mangere East,"De La Salle College, 81 Gray Avenue",1763600.14,5907453.748
22,Māngere,1092,Papatoetoe,"Kedgley Intermediate School, 181 Portage Road",1763253.771,5906119.118
22,Māngere,1093,Mangere East,"Kingsford School, 54 Raglan Street",1762658.034,5906505.933
22,Māngere,1095,Mangere East,"Mangere East Primary School, 21 Yates Road",1762475.074,5907508.532
22,Māngere,1097,Mangere East,"Sutton Park School, 89 Vine Street",1762196.476,5908326.947
22,Māngere,3247,Mangere,"Sir Douglas Bader Intermediate School, 4 Court Town Close",1760359.703,5907236.386
22,Māngere,3249,Mangere East,"Selwyn Anglican Church Hall, corner Massey Road & Hain Avenue",1762692.218,5907430.962
22,Māngere,3312,Ihumatao,"Makaurau Marae, 8 Ruaiti Road",1757089.256,5905513.085
22,Māngere,3420,Mangere,"Martin Hautus Pacific Peoples Learning Institute, 55-57 Plumley Crescent",1760216.015,5906059.166
22,Māngere,3813,Mangere,"Mangere Central School, 254 Kirkbride Road",1759599.434,5906371.941
23,Manukau East,1099,Papatoetoe,"Aorere College, 6-8 Selfs Road",1763147.754,5905618.929
23,Manukau East,1100,Papatoetoe,"Manukau Indian Association Hall, 57 Hillside Road",1764004.472,5905237.621
23,Manukau East,1102,Papatoetoe,"Papatoetoe South School, Milan Road (Kenderdine Road entrance)",1764914.286,5904808.416
23,Manukau East,1103,Papatoetoe,"Papatoetoe West School, 1-3 Hillcrest Road",1764511.265,5905846.595
23,Manukau East,1106,Otara,"Flat Bush School, 20 Flat Bush Road",1767648.478,5906214.75
23,Manukau East,1107,Otara,"Bairds Mainfreight Primary School, 12 Edward Avenue",1766191.008,5907991.839
23,Manukau East,1108,Otara,"Sir Edmund Hillary Collegiate, 67 Otara Road",1766807.777,5908609.042
23,Manukau East,1110,Otara,"East Tamaki Primary School, 196 Preston Road",1768065.746,5907600.548
23,Manukau East,1111,Otara,"Ferguson Intermediate School, 20-40 Ferguson Road",1767577.091,5907428.587
23,Manukau East,1112,Otara,"Mayfield School, 12 Pearl Baker Drive",1768013.475,5908751.424
23,Manukau East,1113,Otara,"Wymondley Road School, 77 Wymondley Road",1765286.134,5908953.023
23,Manukau East,1115,Papatoetoe,"Papatoetoe Central Primary School, 317 Great South Road",1765929.097,5906424.363
23,Manukau East,1116,Papatoetoe,"Papatoetoe East Primary School, 138 Tui Road",1766942.163,5906380.357
23,Manukau East,1117,Papatoetoe,"Papatoetoe High School, 19 Nicholson Avenue",1766607.512,5906205.702
23,Manukau East,1118,Papatoetoe,"Holy Cross Church Hall, corner St George Street & Carruth Road",1765579.267,5905831.691
23,Manukau East,1119,Papatoetoe,"Papatoetoe Intermediate School, 175 Motatau Road",1765095.465,5907773.683
23,Manukau East,1121,Papatoetoe,"Puhinui Scout Hall, York Road",1765868.413,5905243.274
23,Manukau East,1123,Papatoetoe,"St John's Presbyterian Church Hall, 120 Great South Road",1765519.801,5907088.54
23,Manukau East,1125,Papatoetoe,"Whitehaven Pensioners Flats Hall, 146 Kolmar Road",1765357.325,5906824.228
23,Manukau East,1158,Mt Wellington,"Riverside Community Centre, corner Bernard Street & Peace Avenue",1765114.657,5911720.59
23,Manukau East,1168,Otahuhu,"Otahuhu College, 74-78 Mangere Road",1763881.588,5908745.254
23,Manukau East,1169,Otahuhu,"Fairburn School, 10 Pukeora Road",1764711.426,5909319.874
23,Manukau East,1170,Otahuhu,"Otahuhu Intermediate School, 22-24 Luke Street",1764504.084,5910507.421
23,Manukau East,1171,Otahuhu,"Otahuhu Primary School, 41 Station Road",1763826.313,5909898.1
23,Manukau East,3124,Otahuhu,"McAuley High School, 26 High Street",1764497.681,5909700.437
23,Manukau East,3310,Papatoetoe,"Omana Kindergarten, 42 Omana Avenue",1764725.83,5907084.977
23,Manukau East,3479,Papatoetoe,"Wesley Methodist Church Hall, 37 Kolmar Road",1765145.903,5906022.835
23,Manukau East,3668,Otahuhu,"Middlemore Hospital, Hospital Road",1763812.857,5907594.162
23,Manukau East,3694,Otara,"Maori Anglican Church Hall, 183 Bairds Road",1766887.873,5907545.225
24,Manurewa,1120,Papatoetoe,"Puhinui Primary School, 116 Puhinui Road",1766091.772,5905057.716
24,Manurewa,1129,Manurewa,"1st Manurewa Scout Hall, corner Sturdee & Browns Roads",1767600.408,5902157.714
24,Manurewa,1130,Manurewa,"Manurewa Central School, corner Great South & Hill Roads",1768651.303,5901179.767
24,Manurewa,1133,Manurewa,"Clendon Park School, 145 Rowandale Avenue",1766424.697,5901501.435
24,Manurewa,1134,Manurewa,"Manurewa East School, Scotts Road",1769849.663,5900992.097
24,Manurewa,1136,Manurewa,"Finlayson Park School, 87 John Walker Drive",1766500.723,5899938.606
24,Manurewa,1137,Manurewa,"Greenmeadows Intermediate, Ferguson Road entrance",1769563.234,5900182.54
24,Manurewa,1138,Manurewa,"Hillpark School Hall, 57 Grande Vue Road",1768984.948,5901876.413
24,Manurewa,1143,Manurewa,"Roscommon School, 23 Burundi Avenue",1765760.613,5900518.163
24,Manurewa,1144,Manurewa,"Rowandale School, 73 Rowandale Avenue",1766805.184,5900732.185
24,Manurewa,1146,Manurewa,"Manurewa South Primary School, 39 Tawa Crescent (Totara Road entrance)",1768759.871,5899854.983
24,Manurewa,1147,Manurewa,"St Luke's Anglican Church Hall, 3 Russell Road (Weymouth Road entrance)",1768417.234,5900700.314
24,Manurewa,1148,Manurewa,"Table Tennis Club Hall, corner Browns & McVilly Roads",1766806.918,5901900.172
24,Manurewa,1149,Manurewa,"Manurewa West Primary School, 31 McKean Avenue",1767794.198,5900720.105
24,Manurewa,1150,Weymouth,"Weymouth Primary School, 23 Evans Road",1765901.818,5898338.472
24,Manurewa,2882,Manurewa,"St Elizabeth's Anglican Church, 182 Finlayson Avenue",1765486.232,5899682.647
24,Manurewa,2942,Manukau,"Everglade Primary School, 64 Everglade Drive",1768657.306,5903744.762
24,Manurewa,3433,Manurewa,"Te Matauranga School, 206 Finlayson Avenue",1765454.414,5899588.588
24,Manurewa,3434,Manurewa,"Manurewa Library, 7 Hill Road",1768812.453,5901102.08
24,Manurewa,3655,Manukau,"Wiri Community Hall, 11 Inverell Avenue",1767765.253,5903263.023
24,Manurewa,3900,Manurewa,"James Cook High School, 12 Dr Pickering Avenue",1767754.355,5899606.036
24,Manurewa,3922,Manukau,"Latter Day Saints Church, 17 Redoubt Road",1768235.081,5904372.929
